frame,lradius_1,lradius_2,lradius_3,rradius_1,rradius_2,rradius_3,rhumerus_1,rhumerus_2,rhumerus_3,lhumerus_1,lhumerus_2,lhumerus_3,rwrist_1,rwrist_2,rwrist_3,lwrist_1,lwrist_2,lwrist_3,lfemur_1,lfemur_2,lfemur_3,rfemur_1,rfemur_2,rfemur_3,rtibia_1,rtibia_2,rtibia_3,ltibia_1,ltibia_2,ltibia_3,rfoot_1,rfoot_2,rfoot_3,lfoot_1,lfoot_2,lfoot_3,root_1,root_2,root_3,rclavicle_1,rclavicle_2,rclavicle_3,lclavicle_1,lclavicle_2,lclavicle_3,lhand_1,lhand_2,lhand_3,rhand_1,rhand_2,rhand_3
1,45.4126,,,61.2508,,,-80.4289,-62.262,29.8064,-44.8817,9.72613,73.6272,-77.0333,,,8.23197,,,-1.12225,-7.17141,-20.1033,-0.654017,5.21274,18.3677,24.6722,,,23.7332,,,-16.4494,-17.0809,,-14.8189,7.66789,,-2.72211,18.1995,6.68313,176.398,-1.71663,-177.812,4.21175e-15,-1.66979e-14,,4.21175e-15,-1.66979e-14,,-7.63576,53.8562,,-18.625,1.57431,
2,45.2869,,,61.1609,,,-79.9743,-62.241,29.2512,-44.9804,9.84046,73.6393,-76.8139,,,8.22166,,,-0.996025,-7.11498,-20.265,-0.699551,5.1994,18.2023,24.8192,,,23.6519,,,-16.4911,-17.1312,,-14.8154,7.71949,,-2.72287,18.1982,6.67942,176.363,-1.61503,-177.943,-6.78353e-15,4.45278e-14,,-6.78353e-15,4.45278e-14,,-7.78926,53.0844,,-18.5711,1.82597,
3,45.2278,,,61.0775,,,-79.7736,-62.4175,28.8869,-44.944,9.89672,73.6826,-76.4344,,,8.2948,,,-0.924801,-7.07155,-20.3225,-0.663799,5.19243,18.1434,24.8737,,,23.6537,,,-16.601,-17.0678,,-14.8273,7.69681,,-2.72383,18.1966,6.68133,176.3,-1.60056,-177.988,2.77056e-15,-3.97569e-15,,2.77056e-15,-3.97569e-15,,-7.82222,52.5186,,-18.6867,2.10567,
4,45.2881,,,61.04,,,-79.4371,-62.3858,28.3563,-45.0836,9.84599,73.7036,-76.2225,,,8.42991,,,-0.885933,-7.09406,-20.4131,-0.658989,5.2462,18.0724,24.9205,,,23.6879,,,-16.6068,-16.9873,,-14.8435,7.76104,,-2.72512,18.1956,6.68504,176.248,-1.54159,-178.053,-3.65267e-15,-1.11319e-14,,-3.65267e-15,-1.11319e-14,,-7.90624,52.4281,,-18.8305,1.72764,
5,45.2567,,,61.0053,,,-78.9888,-62.3098,27.748,-45.207,9.82979,73.7521,-76.0655,,,8.56042,,,-0.878186,-7.01447,-20.2261,-0.653283,5.38172,18.2817,24.925,,,23.7625,,,-16.5546,-17.0651,,-14.8596,7.83644,,-2.72515,18.1948,6.69054,176.191,-1.39203,-177.883,-5.97596e-15,1.51076e-14,,-5.97596e-15,1.51076e-14,,-8.22301,52.0386,,-18.5591,1.29109,
6,45.2136,,,60.9774,,,-79.3447,-62.6487,27.9729,-45.0896,9.89638,73.8071,-75.3916,,,8.55069,,,-0.937288,-7.00271,-20.1179,-0.688528,5.42114,18.3882,24.9024,,,23.8311,,,-16.5038,-17.0403,,-14.8655,7.85648,,-2.72445,18.1934,6.69577,176.195,-1.32104,-177.794,-7.57867e-16,3.49861e-14,,-7.57867e-16,3.49861e-14,,-8.22459,52.0853,,-18.0535,1.23264,
7,45.2789,,,60.9085,,,-80.0772,-63.1252,28.7205,-45.0953,10.0129,73.8365,-74.525,,,8.43612,,,-0.985115,-7.02723,-20.1114,-0.721436,5.35357,18.3745,24.8853,,,23.8896,,,-16.4302,-16.9219,,-14.8835,7.86152,,-2.72305,18.1922,6.69618,176.227,-1.29047,-177.795,1.04113e-14,-3.33958e-14,,1.04113e-14,-3.33958e-14,,-7.95357,52.5694,,-17.6574,1.07984,
8,45.3875,,,60.783,,,-80.1874,-63.2208,28.869,-45.2802,10.0393,73.8557,-74.102,,,8.34683,,,-0.936484,-7.11467,-20.1425,-0.709785,5.2092,18.335,24.9196,,,23.9017,,,-16.4199,-16.768,,-14.9574,7.94676,,-2.72587,18.1911,6.69396,176.213,-1.25717,-177.788,7.85199e-15,-1.51076e-14,,7.85199e-15,-1.51076e-14,,-7.74309,52.9747,,-17.4267,1.19572,
9,45.383,,,60.7411,,,-80.0817,-63.293,28.6676,-45.2638,10.095,73.9104,-73.9124,,,8.19084,,,-0.918479,-7.18714,-20.255,-0.728355,5.02857,18.2014,24.976,,,23.9033,,,-16.4235,-16.5097,,-14.9926,8.02711,,-2.7291,18.1898,6.69331,176.214,-1.24971,-177.856,-4.5969e-15,-7.95139e-16,,-4.5969e-15,-7.95139e-16,,-7.67977,53.3405,,-17.2106,1.58263,
10,45.3548,,,60.7705,,,-80.0507,-63.2323,28.5337,-45.1996,10.0289,73.9972,-73.7946,,,8.06915,,,-0.95854,-7.15032,-20.339,-0.808594,4.93796,18.0774,25.0546,,,23.9217,,,-16.4533,-16.3339,,-14.9803,7.98456,,-2.72923,18.188,6.69687,176.235,-1.24997,-177.944,3.67752e-15,5.56597e-15,,3.67752e-15,5.56597e-15,,-7.49721,53.3096,,-16.9401,1.64944,
